"","x"
"1",0.366793737949379
"2",0.431388008900539
"3",0.26151948332282
"4",0.241545656700316
"5",0.515546805235728
"6",0.34762535016662
"7",0.481870042298928
"8",0.472359551755496
"9",0.446488346270522
"10",0.468808441957125
"11",0.532935064231258
"12",0.494508713151502
"13",0.492423160045525
"14",0.470623567030747
"15",0.277027225882729
"16",0.483327320846634
"17",0.565418418208824
"18",0.527966870351595
"19",0.669360590634961
"20",0.452149478720654
"21",0.58465960500957
"22",0.662563690517737
"23",0.621874355139755
"24",0.632725701498621
"25",0.810394815163992
"26",0.824267305117866
"27",0.56853035499343
"28",0.737406222098421
"29",0.622290012053728
"30",0.423645105504128
"31",0.473096852189774
"32",0.633886015127646
"33",0.648431084923308
"34",0.608891944984398
"35",0.485177190447375
"36",0.28182150879833
"37",0.715105148870233
"38",0.528700768576503
"39",0.574271645426689
"40",0.514354626286698
"41",0.379758300522868
"42",0.264336293610378
"43",0.26831002510645
"44",0.751647551147591
"45",0.701833562131771
"46",0.453213025141041
"47",0.466795297646841
"48",0.456660272514676
"49",0.289696228385935
"50",0.298796270853287
"51",0.363053291614681
"52",0.224294802314319
"53",0.377895181147221
"54",0.25966416925008
"55",0.412115658856372
"56",0.379626205350501
"57",0.388095231714464
"58",0.603966456174544
"59",0.743298515451181
"60",0.226956460526643
"61",0.627361781979774
"62",0.62255045942911
"63",0.387639004757089
"64",0.535635424252617
"65",0.601120050973809
"66",0.652133626680387
"67",0.674763043560231
"68",0.57790600432227
"69",0.301689608002939
"70",0.676142008659271
"71",0.51033914007865
"72",0.481711796632716
"73",0.318428785029168
"74",0.656590967733654
"75",0.519945045151708
"76",0.575545781182998
"77",0.315159271943374
"78",0.357098498917854
"79",0.344710062276765
"80",0.507810431011959
"81",0.574457753018569
"82",0.606405296409719
"83",0.532066765191949
"84",0.554075981745551
"85",0.308276104812048
"86",0.745418237439078
"87",0.480866533872587
"88",0.479650341329539
"89",0.459282849611624
"90",0.69761989945139
"91",0.613178201336867
