"","x"
"1",-14883.4494173272
"2",-14274.4541295329
"3",-13704.2573008006
"4",-13172.8589311304
"5",-12680.2590205221
"6",-12226.4575689758
"7",-11811.4545764915
"8",-11435.2500430693
"9",-11097.843968709
"10",-10799.2363534108
"11",-10539.4271971745
"12",-10318.4165000003
"13",-10136.2042618881
"14",-9992.79048283784
"15",-9888.17516284961
"16",-9822.3583019234
"17",-9795.33990005919
"18",-9807.11995725698
"19",-9857.69847351678
"20",-9947.07544883858
"21",-10075.2508832224
"22",-10242.2247766682
"23",-10447.997129176
"24",-10692.5679407459
"25",-10975.9372113777
"26",-11298.1049410715
"27",-11659.0711298274
"28",-12058.8357776452
"29",-12497.3988845251
"30",-12974.7604504669
"31",-13490.9204754708
"32",-14045.8789595366
"33",-14639.6359026645
"34",-15272.1913048544
"35",-15943.5451661063
"36",-16653.6974864202
"37",-17402.6482657961
"38",-18190.397504234
"39",-19016.9452017339
"40",-19882.2913582958
"41",-20786.4359739197
"42",-21729.3790486056
"43",-22711.1205823535
"44",-23731.6605751635
"45",-24790.9990270354
"46",-25889.1359379694
"47",-27026.0713079653
"48",-28201.8051370233
"49",-29416.3374251432
"50",-30669.6681723252
"51",-14324.4422558242
"52",-13702.2972647771
"53",-13118.950732792
"54",-12574.4026598689
"55",-12068.6530460078
"56",-11601.7018912087
"57",-11173.5491954716
"58",-10784.1949587966
"59",-10433.6391811835
"60",-10121.8818626324
"61",-9848.92300314339
"62",-9614.76260271634
"63",-9419.40066135129
"64",-9262.83717904826
"65",-9145.07215580722
"66",-9066.1055916282
"67",-9025.93748651117
"68",-9024.56784045616
"69",-9061.99665346315
"70",-9138.22392553214
"71",-9253.24965666314
"72",-9407.07384685614
"73",-9599.69649611115
"74",-9831.11760442817
"75",-10101.3371718072
"76",-10410.3551982482
"77",-10758.1716837512
"78",-11144.7866283163
"79",-11570.2000319433
"80",-12034.4118946324
"81",-12537.4222163834
"82",-13079.2309971965
"83",-13659.8382370716
"84",-14279.2439360086
"85",-14937.4480940077
"86",-15634.4507110688
"87",-16370.2517871919
"88",-17144.851322377
"89",-17958.249316624
"90",-18810.4457699331
"91",-19701.4406823043
"92",-20631.2340537374
"93",-21599.8258842325
"94",-22607.2161737896
"95",-23653.4049224087
"96",-24738.3921300899
"97",-25862.177796833
"98",-27024.7619226382
"99",-28226.1445075053
"100",-29466.3255514345
"101",-13802.1507147876
"102",-13166.8560204877
"103",-12570.3597852498
"104",-12012.6620090739
"105",-11493.76269196
"106",-11013.6618339081
"107",-10572.3594349183
"108",-10169.8554949904
"109",-9806.15001412451
"110",-9481.24299232063
"111",-9195.13442957877
"112",-8947.82432589891
"113",-8739.31268128106
"114",-8569.59949572521
"115",-8438.68476923137
"116",-8346.56850179953
"117",-8293.2506934297
"118",-8278.73134412187
"119",-8303.01045387605
"120",-8366.08802269224
"121",-8467.96405057043
"122",-8608.63853751062
"123",-8788.11148351282
"124",-9006.38288857703
"125",-9263.45275270324
"126",-9559.32107589146
"127",-9893.98785814168
"128",-10267.4530994539
"129",-10679.7167998281
"130",-11130.7789592644
"131",-11620.6395777626
"132",-12149.2986553229
"133",-12716.7561919451
"134",-13323.0121876294
"135",-13968.0666423756
"136",-14651.9195561839
"137",-15374.5709290542
"138",-16136.0207609865
"139",-16936.2690519808
"140",-17775.315802037
"141",-18653.1610111553
"142",-19569.8046793357
"143",-20525.246806578
"144",-21519.4873928823
"145",-22552.5264382486
"146",-23624.3639426769
"147",-24734.9999061672
"148",-25884.4343287196
"149",-27072.6672103339
"150",-28299.6985510103
